latitude,longitude
37.82402,-122.257
36.74252,-119.784
39.74226,-121.849
36.32753,-119.293
32.75387,-117.164
37.33459,-121.995
36.83707,-119.764
37.66439,-120.996
34.0725,-117.435
32.79287,-117.094
33.81191,-118.343
34.05164,-117.261
36.74252,-119.784
38.74636,-121.251
34.05164,-117.261
32.88506,-117.222
33.81191,-118.343
38.74636,-121.251
36.32753,-119.293
34.09875,-118.295
32.88506,-117.222
37.33459,-121.995
37.33459,-121.995
32.79287,-117.094
32.79287,-117.094
36.83707,-119.764
36.32753,-119.293
33.81191,-118.343
36.32753,-119.293
36.83707,-119.764
38.57045,-121.47
36.32753,-119.293
36.74252,-119.784
34.07681,-118.38
34.07681,-118.38
34.07681,-118.38
34.07681,-118.38
34.07681,-118.38
34.07681,-118.38
40.10195,-123.792
,
33.66177,-117.773
39.80517,-120.462
37.74761,-122.458
40.10195,-123.792
,
33.8849,-118.161
33.66177,-117.773
39.80517,-120.462
32.9,-117.24
37.74761,-122.458
37.51,-120.84
36.15152,-120.34
40.10195,-123.792
33.66177,-117.773
39.80517,-120.462
34.26583,-117.167
40.10195,-123.792
36.6084,-118.058
33.66177,-117.773
39.80517,-120.462
34.26583,-117.167
37.74761,-122.458
36.15152,-120.34
36.6084,-118.058
33.66177,-117.773
40.30547,-121.233
37.74761,-122.458
38.39825,-122.821
40.73784,-122.94
36.84034,-119.76
36.82531,-119.781
33.66177,-117.773
39.80517,-120.462
33.81487,-116.439
38.39825,-122.821
